Cpu,Ram,Gpu,OpSys,Price,Category,Label number
B,8,R,WI,74438,Home User,8
B,8,R,WI,74438,Home User,8
C,8,S,WI,74516,Home User,8
C,8,R,WI,75284,Home User,8
B,8,R,WI,75446,Home User,8
B,8,R,WI,75757,Home User,8
B,8,R,WI,75757,Home User,8
D,8,R,LI,75912,Home User,8
C,8,R,WI,75912,Home User,8
B,8,R,WI,75912,Home User,8
B,8,R,WI,75912,Home User,8
B,8,R,WI,75912,Home User,8
B,8,R,WI,75989,Home User,8
C,8,R,WI,76377,Home User,8
C,8,R,WI,76377,Home User,8
C,8,R,WI,76610,Home User,8
C,8,R,WI,76687,Home User,8
D,4,R,WI,76687,Home User,8
B,4,R,WI,76765,Home User,8
C,8,R,WI,77377,Home User,8
C,8,R,MA,77385,Home User,8
B,8,R,WI,77462,Home User,8
B,8,R,WI,77462,Home User,8
B,8,R,WI,77462,Home User,8
B,12,R,WI,77462,Home User,8
D,8,R,WI,77462,Home User,8
C,8,R,WI,77462,Home User,8
D,4,R,WI,77462,Home User,8
C,16,R,WI,77462,Home User,8
C,8,S,WI,77462,Home User,8
B,8,R,NO,77532,Home User,8
B,4,R,WI,77695,Home User,8
C,8,R,WI,78201,Home User,8
B,12,S,WI,78238,Home User,8
C,8,S,WI,78315,Home User,8
B,8,R,WI,78470,Home User,8
C,8,R,NO,78858,Home User,8
C,8,R,WI,78936,Home User,8
C,8,R,WI,79012,Home User,8
B,4,R,WI,79091,Home User,8
B,8,R,WI,79556,Home User,8
C,8,R,WI,79691,Home User,8
C,8,R,WI,79944,Home User,8
B,8,R,WI,80176,Gamer,9
D,8,R,WI,80564,Gamer,9
C,8,R,WI,80874,Gamer,9
C,8,R,WI,81029,Gamer,9
D,8,R,WI,81262,Gamer,9
C,16,R,LI,81339,Gamer,9
C,8,R,WI,81339,Gamer,9
B,8,R,WI,81339,Gamer,9
B,8,R,WI,81339,Gamer,9
C,8,S,WI,81339,Gamer,9
C,8,R,WI,81409,Gamer,9
B,4,S,WI,81805,Gamer,9
C,16,R,WI,82115,Gamer,9
D,8,S,WI,82230,Gamer,9
B,8,S,WI,82503,Gamer,9
D,16,R,WI,83666,Gamer,9
C,8,S,WI,83666,Gamer,9
C,4,S,WI,83898,Gamer,9
C,8,R,WI,84053,Gamer,9
B,8,R,WI,84131,Gamer,9
C,8,R,WI,84131,Gamer,9
C,8,R,LI,84441,Gamer,9
B,4,R,WI,84441,Gamer,9
C,8,R,WI,84441,Gamer,9
B,4,S,WI,84519,Gamer,9
C,8,R,WI,84829,Gamer,9
B,4,R,WI,84984,Gamer,9
B,8,R,WI,84996,Gamer,9
C,8,R,WI,85061,Gamer,9
C,8,R,LI,85216,Gamer,9
C,8,R,LI,85216,Gamer,9
B,8,R,WI,85216,Gamer,9
C,8,R,WI,85216,Gamer,9
B,8,R,WI,85216,Gamer,9
D,8,R,WI,85216,Gamer,9
C,8,R,WI,85216,Gamer,9
C,8,S,MA,85216,Gamer,9
C,16,S,WI,85216,Gamer,9
B,8,S,WI,85216,Gamer,9
C,12,S,WI,85216,Gamer,9
D,8,S,WI,85216,Gamer,9
C,8,R,WI,85527,Gamer,9
B,4,R,WI,85682,Gamer,9
D,8,R,WI,85992,Gamer,9
B,8,S,WI,86536,Gamer,9
B,8,R,WI,86611,Gamer,9
C,8,R,WI,86690,Gamer,9
C,8,R,WI,86767,Gamer,9
B,8,R,WI,86767,Gamer,9
B,8,S,WI,86767,Gamer,9
C,8,R,WI,86838,Gamer,9
C,8,R,WI,87155,Gamer,9
B,8,S,WI,87365,Gamer,9
D,16,R,WI,87543,Gamer,9
B,8,S,WI,87543,Gamer,9
C,8,R,WI,87646,Gamer,9
C,16,R,WI,88008,Gamer,9
B,8,S,WI,88008,Gamer,9
C,8,R,WI,88551,Gamer,9
C,8,R,WI,88582,Gamer,9
B,8,R,WI,88609,Gamer,9
B,8,R,WI,88706,Gamer,9
B,8,S,WI,88745,Gamer,9
C,8,R,WI,88783,Gamer,9
C,8,S,WI,88783,Gamer,9
D,8,R,NO,89093,Gamer,9
B,4,R,WI,89093,Gamer,9
B,8,R,WI,89093,Gamer,9
C,8,S,WI,89093,Gamer,9
B,8,S,WI,89171,Gamer,9
B,8,S,WI,89481,Gamer,9
C,8,R,MA,89846,Gamer,9
D,8,R,WI,89869,Gamer,9
D,8,S,CH,89869,Gamer,9
B,8,R,WI,90334,Data Scientist,10
D,8,S,MA,90334,Data Scientist,10
D,8,R,WI,90567,Data Scientist,10
D,8,R,NO,90644,Data Scientist,10
D,16,R,WI,91420,Data Scientist,10
C,8,R,WI,91420,Data Scientist,10
C,8,S,WI,91420,Data Scientist,10
B,8,R,WI,91497,Data Scientist,10
C,16,Q,WI,91596,Data Scientist,10
B,8,S,WI,91962,Data Scientist,10
D,8,R,WI,92040,Data Scientist,10
D,8,R,WI,92195,Data Scientist,10
D,8,R,WI,92350,Data Scientist,10
B,8,S,WI,92350,Data Scientist,10
D,8,R,WI,92412,Data Scientist,10
C,8,R,WI,92505,Data Scientist,10
C,8,R,WI,92660,Data Scientist,10
B,4,R,WI,92660,Data Scientist,10
C,8,S,WI,92738,Data Scientist,10
C,16,R,WI,92815,Data Scientist,10
B,8,R,NO,92970,Data Scientist,10
D,8,R,WI,92970,Data Scientist,10
D,8,R,WI,92970,Data Scientist,10
B,8,S,WI,92970,Data Scientist,10
C,8,S,WI,92970,Data Scientist,10
C,8,R,WI,93048,Data Scientist,10
C,8,S,WI,93436,Data Scientist,10
C,8,R,WI,93591,Data Scientist,10
B,8,S,WI,94056,Data Scientist,10
C,8,T,MA,94241,Data Scientist,10
C,8,S,WI,94521,Data Scientist,10
C,16,R,WI,94540,Data Scientist,10
C,8,S,WI,94909,Data Scientist,10
B,8,R,WI,95297,Data Scientist,10
C,8,T,MA,95340,Data Scientist,10
B,4,S,WI,96460,Data Scientist,10
D,8,R,WI,96847,Data Scientist,10
D,12,S,WI,96847,Data Scientist,10
D,16,R,WI,96868,Data Scientist,10
B,8,S,WI,97545,Data Scientist,10
C,16,R,WI,97855,Data Scientist,10
C,8,R,WI,97855,Data Scientist,10
D,8,S,MA,97886,Data Scientist,10
D,8,R,WI,98088,Data Scientist,10
B,4,S,WI,98088,Data Scientist,10
C,8,R,WI,98321,Data Scientist,10
C,8,S,WI,98321,Data Scientist,10
C,24,S,WI,98398,Data Scientist,10
C,8,S,WI,98398,Data Scientist,10
C,16,R,WI,98553,Data Scientist,10
C,8,R,CH,98864,Data Scientist,10
C,16,R,WI,99174,Data Scientist,10
C,32,S,WI,99174,Data Scientist,10
C,8,S,WI,99230,Data Scientist,10
C,8,R,WI,99251,Data Scientist,10
B,4,S,WI,99639,Data Scientist,10
C,8,R,WI,100182,Executive,11
D,16,S,WI,100337,Executive,11
C,8,S,WI,100569,Executive,11
C,8,S,WI,100647,Executive,11
C,16,R,WI,100724,Executive,11
C,16,S,WI,100724,Executive,11
D,16,S,WI,100724,Executive,11
D,8,S,WI,100724,Executive,11
C,8,S,WI,100724,Executive,11
D,8,S,WI,100724,Executive,11
D,8,S,WI,100724,Executive,11
C,12,S,WI,100724,Executive,11
C,12,S,WI,100724,Executive,11
D,8,S,WI,100724,Executive,11
C,8,S,WI,101112,Executive,11
B,8,S,WI,101965,Executive,11
C,8,S,WI,102585,Executive,11
C,8,R,WI,103438,Executive,11
C,8,R,WI,103516,Executive,11
D,8,S,WI,103826,Executive,11
C,8,S,MA,103880,Executive,11
B,8,S,WI,103904,Executive,11
B,8,S,WI,103904,Executive,11
B,8,S,WI,104291,Executive,11
D,8,S,WI,104561,Executive,11
C,8,R,WI,104601,Executive,11
D,16,S,WI,104601,Executive,11
D,8,S,WI,104601,Executive,11
D,16,S,WI,104601,Executive,11
B,8,S,WI,104601,Executive,11
B,8,S,WI,104601,Executive,11
C,8,S,WI,104601,Executive,11
C,8,S,WI,104601,Executive,11
D,8,T,WI,104679,Executive,11
B,8,S,WI,105299,Executive,11
C,8,S,WI,105687,Executive,11
B,8,R,WI,105765,Executive,11
B,8,S,WI,106152,Executive,11
C,8,S,WI,106152,Executive,11
C,12,R,WI,106222,Executive,11
C,8,R,WI,106773,Executive,11
C,8,S,WI,106928,Executive,11
D,16,S,WI,106928,Executive,11
C,8,S,WI,107626,Executive,11
C,8,S,WI,107703,Executive,11
C,8,S,WI,107703,Executive,11
C,16,R,WI,108246,Executive,11
D,16,S,NO,108401,Executive,11
C,8,R,WI,108478,Executive,11
D,8,S,WI,108478,Executive,11
B,8,S,WI,108478,Executive,11
C,8,S,WI,108478,Executive,11
B,8,S,WI,108478,Executive,11
C,16,S,WI,108478,Executive,11
C,8,S,WI,108478,Executive,11
B,8,S,WI,108478,Executive,11
B,8,S,WI,108478,Executive,11
C,16,S,NO,108552,Executive,11
C,16,R,WI,108789,Executive,11
D,16,S,WI,109099,Executive,11
D,8,S,WI,109254,Executive,11
C,8,S,MA,110029,Executive,11
C,16,S,WI,110623,Executive,11
C,8,S,WI,110650,Executive,11
D,8,S,WI,110650,Executive,11
B,8,S,WI,110805,Executive,11
C,8,R,WI,112355,Executive,11
D,16,S,WI,112355,Executive,11
B,8,S,WI,112425,Executive,11
B,8,S,WI,113208,Executive,11
B,8,S,WI,113596,Executive,11
C,16,R,WI,113829,Executive,11
C,8,S,WI,113829,Executive,11
B,8,P,WI,114154,Executive,11
C,8,S,WI,114294,Executive,11
B,8,S,WI,114372,Executive,11
D,16,S,WI,114682,Executive,11
C,8,S,WI,114759,Executive,11
C,8,S,WI,114992,Executive,11
D,8,S,WI,115284,Executive,11
C,8,S,WI,115456,Executive,11
C,16,S,WI,115922,Executive,11
D,16,S,WI,116155,Executive,11
D,16,S,WI,116232,Executive,11
D,16,S,WI,116232,Executive,11
B,8,S,WI,116232,Executive,11
C,8,S,WI,116232,Executive,11
B,8,S,WI,116232,Executive,11
B,8,S,WI,116232,Executive,11
C,8,S,WI,116232,Executive,11
B,8,S,WI,116232,Executive,11
C,8,S,WI,116232,Executive,11
C,8,S,WI,116310,Executive,11
D,16,S,WI,116620,Executive,11
C,8,S,MA,117085,Executive,11
C,8,S,MA,117748,Executive,11
D,16,S,WI,118559,Executive,11
D,8,S,WI,118946,Executive,11
B,8,S,WI,119024,Executive,11
B,8,S,WI,119024,Executive,11
C,16,S,WI,119209,Executive,11
D,16,S,WI,120109,Programmer,12
C,16,S,WI,120109,Programmer,12
C,8,S,CH,120885,Programmer,12
C,8,S,WI,121040,Programmer,12
B,4,S,WI,122436,Programmer,12
C,8,S,WI,122436,Programmer,12
C,8,S,WI,122823,Programmer,12
D,16,S,WI,123366,Programmer,12
D,16,S,WI,123986,Programmer,12
C,8,S,WI,123986,Programmer,12
B,8,S,WI,123986,Programmer,12
B,8,S,WI,123986,Programmer,12
C,16,S,WI,124681,Programmer,12
B,8,S,WI,126313,Programmer,12
B,8,S,WI,127088,Programmer,12
C,8,R,WI,127863,Programmer,12
C,8,S,WI,127863,Programmer,12
C,16,S,WI,127863,Programmer,12
C,16,S,WI,127863,Programmer,12
C,8,S,WI,127941,Programmer,12
C,8,S,WI,127941,Programmer,12
D,8,S,WI,128329,Programmer,12
B,8,S,WI,129414,Programmer,12
B,8,S,WI,129492,Programmer,12
B,8,R,WI,129647,Programmer,12
C,12,S,WI,129724,Programmer,12
D,16,S,WI,130190,Programmer,12
C,8,P,WI,130267,Programmer,12
C,8,S,WI,130782,Programmer,12
C,8,S,WI,131043,Programmer,12
D,8,S,WI,131430,Programmer,12
D,8,S,WI,131740,Programmer,12
D,12,S,WI,131740,Programmer,12
C,8,S,WI,131740,Programmer,12
D,16,S,WI,131740,Programmer,12
B,4,S,WI,131818,Programmer,12
C,8,S,WI,134067,Programmer,12
D,8,S,WI,134785,Programmer,12
C,16,S,WI,135462,Programmer,12
C,16,S,WI,135610,Programmer,12
C,8,R,WI,135617,Programmer,12
D,16,S,WI,135617,Programmer,12
D,16,S,WI,135617,Programmer,12
D,12,S,WI,135617,Programmer,12
C,16,S,WI,135617,Programmer,12
C,8,S,WI,135617,Programmer,12
C,8,S,WI,135695,Programmer,12
C,8,S,WI,136270,Programmer,12
C,8,S,WI,136470,Programmer,12
D,8,S,WI,136703,Programmer,12
C,16,S,WI,136781,Programmer,12
C,8,S,WI,137246,Programmer,12
C,8,S,WI,137634,Programmer,12
D,8,S,WI,137866,Programmer,12
C,8,S,WI,138797,Programmer,12
C,16,R,WI,139417,Programmer,12
C,16,R,WI,139494,Programmer,12
D,16,S,WI,139494,Programmer,12
D,12,S,WI,139494,Programmer,12
D,16,S,WI,139494,Programmer,12
C,16,S,WI,139494,Programmer,12
C,16,S,WI,139494,Programmer,12
D,16,S,WI,139494,Programmer,12
C,16,S,WI,139494,Programmer,12
B,4,S,WI,139494,Programmer,12
B,8,S,WI,139494,Programmer,12
C,16,S,WI,139494,Programmer,12
C,8,S,WI,139494,Programmer,12
B,8,S,MA,139851,Programmer,12
D,8,S,WI,141123,Programmer,12
B,8,S,WI,141511,Programmer,12
D,8,T,WI,141821,Programmer,12
B,8,S,WI,142817,Programmer,12
D,16,S,WI,143061,Programmer,12
C,16,R,WI,143371,Programmer,12
C,8,R,WI,143371,Programmer,12
C,16,R,WI,143371,Programmer,12
C,16,S,WI,143837,Programmer,12
C,12,S,WI,144069,Programmer,12
C,8,T,WI,144147,Programmer,12
C,16,T,WI,144147,Programmer,12
C,8,S,WI,144301,Programmer,12
C,16,S,WI,144612,Programmer,12
C,8,S,WI,144833,Programmer,12
C,16,S,WI,144922,Programmer,12
B,8,S,WI,144922,Programmer,12
C,8,S,WI,145000,Programmer,12
C,8,S,WI,145232,Programmer,12
B,8,S,WI,145388,Programmer,12
C,16,S,WI,145543,Programmer,12
D,16,S,WI,146551,Programmer,12
D,16,S,WI,146628,Programmer,12
D,16,S,WI,147248,Programmer,12
C,8,S,WI,147248,Programmer,12
C,16,S,WI,147248,Programmer,12
C,8,S,WI,147248,Programmer,12
D,16,S,WI,147248,Programmer,12
D,16,S,WI,147248,Programmer,12
B,8,S,WI,147326,Programmer,12
C,16,S,WI,147326,Programmer,12
D,8,T,WI,147559,Programmer,12
D,8,S,WI,147946,Programmer,12
D,8,S,WI,147946,Programmer,12
D,8,S,WI,149265,Programmer,12
C,16,T,WI,150040,Gamer,13
D,8,T,WI,150660,Gamer,13
C,8,T,WI,151125,Gamer,13
C,16,S,WI,151203,Gamer,13
C,8,S,WI,151203,Gamer,13
C,8,S,MA,151893,Gamer,13
C,8,S,WI,152209,Gamer,13
B,8,S,WI,152210,Gamer,13
D,16,S,WI,152366,Gamer,13
C,8,T,WI,152754,Gamer,13
C,16,S,WI,153142,Gamer,13
C,16,T,WI,153142,Gamer,13
C,16,T,WI,153142,Gamer,13
D,16,T,WI,153762,Gamer,13
D,8,T,WI,154537,Gamer,13
D,12,T,WI,155002,Gamer,13
C,8,T,WI,155002,Gamer,13
C,8,S,WI,156096,Gamer,13
D,8,S,WI,156166,Gamer,13
C,8,T,WI,157019,Gamer,13
D,16,S,WI,157206,Gamer,13
D,16,T,WI,157329,Gamer,13
B,8,T,MA,158182,Gamer,13
D,8,T,WI,158647,Gamer,13
C,8,T,WI,158879,Gamer,13
D,16,T,WI,158949,Gamer,13
C,16,T,WI,159035,Gamer,13
D,8,T,WI,160112,Gamer,13
D,8,T,WI,162059,Gamer,13
D,16,T,WI,162406,Gamer,13
C,16,S,WI,162756,Gamer,13
C,16,S,WI,162756,Gamer,13
D,16,T,WI,162756,Gamer,13
C,16,T,WI,162756,Gamer,13
D,16,T,WI,164540,Gamer,13
C,8,T,WI,165548,Gamer,13
C,16,T,WI,165933,Gamer,13
C,16,S,CH,170510,Gamer,13
C,16,S,WI,170510,Gamer,13
D,16,S,WI,170510,Gamer,13
C,16,T,WI,173690,Gamer,13
D,16,T,WI,173806,Gamer,13
C,8,T,WI,174387,Gamer,13
D,16,T,WI,174387,Gamer,13
D,16,T,WI,175850,Gamer,13
B,8,S,WI,176559,Gamer,13
C,8,T,WI,176946,Gamer,13
C,8,S,WI,178264,Gamer,13
D,16,T,WI,178264,Gamer,13
D,16,T,WI,178264,Gamer,13
C,16,T,WI,178264,Gamer,13
B,8,T,WI,180668,Gamer,14
C,16,T,WI,181289,Gamer,14
C,16,T,WI,182141,Gamer,14
C,16,T,WI,182219,Gamer,14
C,16,T,WI,183770,Gamer,14
C,24,T,WI,184700,Gamer,14
D,16,S,WI,185863,Gamer,14
D,16,S,WI,186018,Gamer,14
D,8,T,WI,186716,Gamer,14
D,16,T,WI,187259,Gamer,14
D,16,T,WI,187569,Gamer,14
D,16,T,WI,187569,Gamer,14
C,16,T,MA,189195,Gamer,14
C,16,R,WI,189585,Gamer,14
D,16,T,WI,189895,Gamer,14
D,16,T,WI,189895,Gamer,14
C,16,T,WI,189895,Gamer,14
C,16,T,WI,189973,Gamer,14
D,16,T,WI,190465,Gamer,14
C,16,S,WI,193772,Gamer,14
D,16,T,WI,193772,Gamer,14
C,8,T,WI,193772,Gamer,14
C,16,T,WI,193772,Gamer,14
D,16,T,WI,194239,Gamer,14
C,16,T,WI,194548,Gamer,14
C,16,T,MA,196754,Gamer,14
C,8,T,WI,198425,Gamer,14
C,16,T,WI,200751,Gamer,14
C,8,T,WI,200829,Gamer,14
D,16,T,WI,201526,Gamer,14
C,16,T,WI,203543,Gamer,14
D,32,T,WI,204628,Gamer,14
C,16,T,WI,205403,Gamer,14
C,32,T,WI,206489,Gamer,14
D,16,T,WI,209280,Gamer,14
D,8,T,WI,210288,Gamer,14
D,16,T,WI,211607,Gamer,14
C,16,T,WI,213855,Gamer,14
D,16,T,WI,215145,Gamer,14
C,32,R,WI,217034,Gamer,14
C,32,T,WI,217034,Gamer,14
D,16,T,WI,217034,Gamer,14
C,32,T,WI,217034,Gamer,14
C,32,T,WI,217112,Gamer,14
D,16,T,WI,218178,Gamer,14
C,16,T,WI,218973,Gamer,14
C,16,T,WI,221609,Gamer,14
D,16,T,WI,222461,Gamer,14
D,16,T,WI,223692,Gamer,14
D,16,T,WI,224788,Gamer,14
D,24,T,WI,230139,Gamer,14
D,8,T,WI,232542,Gamer,14
D,16,T,WI,232542,Gamer,14
D,16,T,WI,233610,Gamer,14
D,16,T,WI,236885,Gamer,14
D,32,T,WI,238272,Gamer,14
D,8,S,WI,240374,Gamer,14
D,32,T,WI,244047,Gamer,14
D,32,T,WI,244173,Gamer,14
D,16,T,WI,244561,Gamer,14
C,16,T,WI,255804,Gamer,14
D,32,T,WI,278276,Gamer,14
D,32,T,WI,301631,Gamer,14
D,16,T,WI,340323,Gamer,14
D,32,T,WI,379868,Gamer,14
D,32,T,WI,426392,Gamer,14
D,32,T,WI,472916,Gamer,14
